reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member,YYYY
580002023,2015-4-20,10,560000002,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2015
580002938,2015-8-10,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2015
580002939,2015-8-10,10,560000002,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2015
590000245,2015-11-2,10,10,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2015
590002798,2016-2-15,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2016
590003542,2016-4-11,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2016
590004630,2016-8-1,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2016
600000422,2016-11-21,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2016
600001751,2017-1-31,10,10,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2017
600002165,2017-3-13,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2017
600003504,2017-4-20,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2017
600005644,2017-7-18,10,60,P1047,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,1939-08-01,84,yes,2017
570000386,2013-10-30,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2013
580000217,2014-10-27,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2014
590002880,2016-2-24,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2016
600001249,2016-12-26,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2016
610004256,2018-1-12,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2018
630000709,2019-10-25,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2019
630007790,2020-4-8,10,630000002,P1048,50000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
650003813,2021-12-28,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2021
650011333,2022-9-20,10,10,P1048,100000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2022
660000666,2022-10-22,50,560000113,P1048,20000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,หญิง,,,no,2022
660001264,2022-11-8,10,600000001,P1048,39998,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปีแห่งการสถาปนา รพ.ธ,บุคคลธรรมดา,หญิง,,,no,2022
580001650,2015-3-5,10,60,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,,,no,2015
580002370,2015-6-4,10,60,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,,,no,2015
580003159,2015-9-1,10,60,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,ชาย,,,no,2015
590003045,2016-3-9,10,50,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,,,no,2016
590004311,2016-7-1,10,50,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,,,no,2016
600000445,2016-11-23,10,560000010,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนเพื่อผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,,,no,2016
610000395,2017-10-11,10,600000007,P1049,1060,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปี การแข่งขันเดิน - วิ่ง รพ.ธ.,บุคคลธรรมดา,ชาย,,,no,2017
630002928,2019-12-21,10,10,P1049,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
640006614,2021-5-4,10,630000002,P1049,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640009481,2021-5-20,10,630000002,P1049,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
650001655,2021-11-16,10,630000002,P1049,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
650009520,2022-7-19,10,10,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
650010318,2022-8-15,10,10,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2022
660009403,2023-7-18,10,10,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660004705,2023-2-9,10,650000011,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,ชาย,,,no,2023
660007335,2023-5-6,10,50,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,ชาย,,,no,2023
660008569,2023-6-19,10,10,P1049,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
660006636,2023-4-18,10,10,P1049,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2023
600001298,2016-12-28,10,10,P1050,60000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2016
610001749,2017-12-13,10,600000010,P1050,5000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,ชาย,,,no,2017
610001750,2017-12-13,10,600000010,P1050,5000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,ชาย,,,no,2017
630002142,2019-12-12,10,620000008,P1050,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อสร้างศูนย์อุบัติเหตุและฉุกเฉิน อาคารกิตติวัฒนา,บุคคลธรรมดา,ชาย,,,no,2019
640011873,2021-6-18,10,630000002,P1050,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
570000292,2013-10-21,20,560000298,P1051,3000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2013
570002424,2014-5-16,20,560000298,P1051,5000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2014
580001600,2015-3-3,20,560000298,P1051,58085,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2015
590003456,2016-4-5,20,560000298,P1051,4000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,หญิง,,,no,2016
620004804,2019-5-30,10,50,P1051,4000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2019
630005135,2020-3-25,10,630000002,P1051,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2020
620016353,2019-9-25,10,10,P1052,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2019
620011711,2019-8-21,10,10,P1052,20000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2019
640000788,2020-11-17,10,10,P1052,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2020
650003235,2021-12-23,10,10,P1052,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2021
640007007,2021-5-5,10,630000002,P1052,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
640011616,2021-6-14,10,630000002,P1052,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,,,no,2021
660001257,2022-11-8,10,10,P1052,30000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2022
660003527,2023-1-13,10,650000011,P1052,10000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,หญิง,,,no,2023
620014731,2019-9-17,10,10,P1053,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
630001741,2019-12-6,10,10,P1053,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
620011391,2019-8-20,10,10,P1053,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2019
620011392,2019-8-20,50,560000122,P1053,5000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อำนวย-อังศุธร บริณายกานนท์,บุคคลธรรมดา,ชาย,,,no,2019
630004452,2020-2-19,10,10,P1053,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,ชาย,,,no,2020
630014485,2020-5-5,10,630000002,P1053,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2020
640008122,2021-5-10,10,630000002,P1053,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640008920,2021-5-16,10,630000002,P1053,1000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640010744,2021-6-1,10,630000002,P1053,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640010758,2021-6-1,10,630000002,P1053,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
640010909,2021-6-1,10,630000002,P1053,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,ชาย,,,no,2021
660003692,2023-1-18,10,650000011,P1053,1000,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,ชาย,,,no,2023
570002119,2014-4-1,10,560000002,P1054,2850,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,หญิง,1958-12-18,65,yes,2014
610007371,2018-7-11,10,10,P1054,3000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,1958-12-18,65,yes,2018
640008767,2021-5-14,10,630000002,P1054,5000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,หญิง,1958-12-18,65,yes,2021
650011494,2022-9-24,10,50,P1054,2000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,1958-12-18,65,yes,2022
660002485,2022-12-19,10,650000011,P1054,1500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,หญิง,1958-12-18,65,yes,2022
570003659,2014-8-28,10,10,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2014
580001160,2015-1-15,10,10,P1055,250,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2015
580001161,2015-1-15,10,50,P1055,250,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2015
580001345,2015-2-9,10,50,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2015
590000178,2015-10-24,10,50,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2015
590000230,2015-10-31,20,580000007,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อปรับปรุงหอผู้ป่วยจิตเวช,บุคคลธรรมดา,หญิง,,,no,2015
590000315,2015-11-10,10,50,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2015
590001846,2015-12-22,10,10,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2015
590002526,2016-1-23,10,10,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2016
590002465,2016-1-16,20,570000009,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ความเป็นเลิศทางด้านโรคภูมิแพ้ โรคหืด และโรคระบบหายใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2016
590003031,2016-3-8,20,560000198,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,หญิง,,,no,2016
590003574,2016-4-18,10,50,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2016
590003464,2016-4-5,20,560000289,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบหัวใจและทรวงอก,บุคคลธรรมดา,หญิง,,,no,2016
590004385,2016-7-9,10,50,P1055,200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2016
590004323,2016-7-2,20,560000289,P1055,200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบหัวใจและทรวงอก,บุคคลธรรมดา,หญิง,,,no,2016
590004324,2016-7-2,20,580000006,P1055,200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยโรคหลอดเลือดสมองตีบตัน,บุคคลธรรมดา,หญิง,,,no,2016
590004372,2016-7-7,20,560000292,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อพัฒนาศูนย์ตรวจวินิจฉัย-รักษาทารกในครรภ์และหน่วยมะเร็งนรีเวช,บุคคลธรรมดา,หญิง,,,no,2016
600000101,2016-10-11,20,570000012,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2016
600000293,2016-11-3,20,560000198,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,หญิง,,,no,2016
600000355,2016-11-11,20,590000008,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,หญิง,,,no,2016
600000498,2016-12-1,20,590000008,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,หญิง,,,no,2016
600001886,2017-2-10,10,60,P1055,200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2017
600003969,2017-4-24,20,590000004,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ตาธรรมศาสตร์ โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,หญิง,,,no,2017
600004411,2017-6-3,10,50,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2017
600004485,2017-6-13,10,10,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2017
600005612,2017-7-17,20,560000266,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบหัวใจและทรวงอก รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2017
600006101,2017-8-2,20,570000012,P1055,200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2017
600006102,2017-8-2,20,80,P1055,200,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,หญิง,,,no,2017
600007277,2017-8-19,20,590000008,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,หญิง,,,no,2017
610000439,2017-10-14,10,50,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2017
610000617,2017-10-31,20,560000299,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนศูนย์รักษาผู้มีบุตรยากธรรมศาสตร์,บุคคลธรรมดา,หญิง,,,no,2017
610000825,2017-11-13,10,50,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2017
610000712,2017-11-6,20,570000012,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2017
610000936,2017-11-17,20,570000012,P1055,200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2017
610001199,2017-11-29,20,570000002,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,หญิง,,,no,2017
610002065,2017-12-14,10,50,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2017
610003550,2017-12-23,10,600000010,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,,,no,2017
610004118,2018-1-8,10,50,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2018
610004656,2018-1-26,10,600000010,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,,,no,2018
610004546,2018-1-22,20,570000002,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,หญิง,,,no,2018
610004872,2018-2-9,10,50,P1055,200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2018
610006102,2018-4-23,10,10,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,หญิง,,,no,2018
610006566,2018-5-16,20,560000008,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยเอดส์,บุคคลธรรมดา,หญิง,,,no,2018
610007050,2018-6-19,20,600000012,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อการดูแลผู้ป่วยโรคเรื้อรังต่อเนื่อง,บุคคลธรรมดา,หญิง,,,no,2018
610007532,2018-7-23,10,600000010,P1055,500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนโครงการจัดตั้งห้องผ่าตัดอัจฉริยะธรรมศาสตร์,บุคคลธรรมดา,หญิง,,,no,2018
610007640,2018-8-1,20,590000009,P1055,500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยเด็กที่ใช้เครื่องช่วยพยุงการทำงานของหัวใจและปอด,บุคคลธรรมดา,หญิง,,,no,2018
610008111,2018-8-31,20,560000285,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนศัลยกรรมกระดูกและข้อ,บุคคลธรรมดา,หญิง,,,no,2018
620000415,2018-10-30,20,570000009,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ความเป็นเลิศทางด้านโรคภูมิแพ้ โรคหืด และโรคระบบหายใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2018
620001000,2018-11-23,20,610000002,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อพัฒนาและช่วยเหลือผู้ป่วยทุพโภชนาการ,บุคคลธรรมดา,หญิง,,,no,2018
620001001,2018-11-23,20,590000008,P1055,200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,หญิง,,,no,2018
620001825,2018-12-24,20,560000266,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบหัวใจและทรวงอก รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2018
620002431,2019-2-1,20,570000012,P1055,300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,หญิง,,,no,2019
630000624,2019-10-22,10,50,P1055,300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2019
630002987,2019-12-23,10,50,P1055,200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,หญิง,,,no,2019
630002988,2019-12-23,20,580000006,P1055,100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยโรคหลอดเลือดสมองตีบตัน,บุคคลธรรมดา,หญิง,,,no,2019
